RTH #,RSH #,RTK #,TH,SH,K,H POS,RTH Keyword,RSH Keyword,RTK Keyword,RTH Read,TH Read,RTH Lesson,RSH Lesson,RTK Lesson,K and H check,SH and TH check,K and TH keywords,SH and TH keywords,K and H Visual Check
0151,0163,0151,吐,吐,吐,v.,spit,spit,spit,tǔ,tǔ|tù,RTH1-L08,RSH1-L08,RTK1v5-L08,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0152,0165,,哇,哇,哇,,waaah!,waaah!,,wa,wa|wā,RTH1-L08,RSH1-L08,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0153,0166,0045,寸,寸,寸,,Chinese inch,Chinese inch,measurement,cùn,cùn,RTH1-L08,RSH1-L08,RTK1v5-L03,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0154,0167,0156,封,封,封,v.,seal,seal,seal,fēng,fēng,RTH1-L08,RSH1-L08,RTK1v5-L08,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0155,0169,0158,寺,寺,寺,,Buddhist temple,Buddhist temple,Buddhist temple,sì,sì,RTH1-L08,RSH1-L08,RTK1v5-L08,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0156,0168,0159,時,时,時,n.,time,time,time,shí,shí,RTH1-L08,RSH1-L08,RTK1v5-L08,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0157,0170,0161,火,火,火,n.,fire,fire,fire,huǒ,huǒ,RTH1-L08,RSH1-L08,RTK1v5-L08,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0158,0172,0168,灰,灰,灰,,ashes,ashes,ashes,huī,huī,RTH1-L08,RSH1-L08,RTK1v5-L08,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0159,0173,0163,煩,烦,煩,adj.,vexed,vexed,anxiety,fán,fán,RTH1-L08,RSH1-L08,RTK1v5-L08,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0160,0174,0162,炎,炎,炎,,inflammation,inflammation,inflammation,yán,yán,RTH1-L08,RSH1-L08,RTK1v5-L08,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0161,0175,0164,淡,淡,淡,adj.,thin,thin,thin,dàn,dàn,RTH1-L08,RSH1-L08,RTK1v5-L08,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0162,0194,0167,災,灾,災,,disaster,disaster,disaster,zāi,zāi,RTH1-L08,RSH1-L09,RTK1v5-L08,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0163,0178,0170,照,照,照,,illuminate,illuminate,illuminate,zhào,zhào,RTH1-L08,RSH1-L08,RTK1v5-L08,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0164,0154,0171,魚,鱼,魚,n.,fish,fish,fish,yú,yú,RTH1-L08,RSH1-L08,RTK1v5-L08,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0165,0155,0172,漁,渔,漁,n.,fishing,fishing,fishing,yú,yú,RTH1-L08,RSH1-L08,RTK1v5-L08,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0166,0376,2095,堯,尧,尭,,Yao,Yao,lofty,yáo,Yáo,RTH1-L08,RSH1-L16,RTK3v2-CH01,K <> H,SH <> TH,K key <> TH key,SH key = TH key,Variant
0167,0377,1200,燒,烧,焼,,fever,fever,bake,shāo,shāo,RTH1-L08,RSH1-L16,RTK1v5-L32,K <> H,SH <> TH,K key <> TH key,SH key = TH key,Japanese variant
0168,0378,1201,曉,晓,暁,n.,dawn,dawn,daybreak,xiǎo,xiǎo,RTH1-L08,RSH1-L16,RTK1v5-L32,K <> H,SH <> TH,K key <> TH key,SH key = TH key,Japanese variant
0169,0179,0173,里,里,里,,li,li,ri,lǐ,lǐ|li,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0170,0180,0177,量,量,量,,quantity,quantity,quantity,liàng,liàng|liáng,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0171,0181,0179,埋,埋,埋,,bury,bury,bury,mái,mái|mán,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0172,0182,0174,黑,黑,黒,,black,black,black,hēi,hēi,RTH1-L09,RSH1-L09,RTK1v5-L09,K <> H,SH = TH,K key = TH key,SH key = TH key,Japanese variant
0173,0177,0169,點,点,点,n.,spot,spot,spot,diǎn,diǎn,RTH1-L09,RSH1-L08,RTK1v5-L08,K = SH,SH <> TH,K key = TH key,SH key = TH key,
0174,0183,0175,墨,墨,墨,,black ink,black ink,black ink,mò,mò,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0175,0184,0018,冒,冒,冒,v.,risk,risk,risk,mào,mào,RTH1-L09,RSH1-L09,RTK1v5-L02,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0176,0185,0180,同,同,同,,same,same,same,tóng,tóng|tòng,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0177,0186,0181,洞,洞,洞,,cave,cave,den,dòng,dòng,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0178,0188,0183,向,向,向,,orientation,orientation,yonder,xiàng,xiàng,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0179,0190,0184,尚,尚,尚,v.,esteem,esteem,esteem,shàng,shàng,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0180,0191,0185,字,字,字,,character,character,character,zì,zì,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0181,0192,0186,守,守,守,v.,guard,guard,guard,shǒu,shǒu,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0182,0193,0187,完,完,完,v.,finish,finish,perfect,wán,wán,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0183,0857,1572,實,实,実,,reality,reality,reality,shí,shí|shī,RTH1-L09,RSH1-L27,RTK1v5-L40,K <> H,SH <> TH,K key = TH key,SH key = TH key,Japanese variant
0184,0195,0188,宣,宣,宣,,proclaim,proclaim,proclaim,xuān,xuān,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0185,0196,0189,宵,宵,宵,,nighttime,nighttime,wee hours,xiāo,xiāo,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0186,0197,0190,安,安,安,,peaceful,peaceful,relax,ān,ān,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0187,0198,0191,宴,宴,宴,,banquet,banquet,banquet,yàn,yàn,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0188,0199,0192,寄,寄,寄,v.,mail,mail,draw near,jì,jì,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0189,0200,0193,富,富,富,,wealthy,wealthy,wealth,fù,fù,RTH1-L09,RSH1-L09,RTK1v5-L09,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0190,0201,0194,貯,贮,貯,,store up,store up,savings,zhù,zhù,RTH1-L09,RSH1-L09,RTK1v5-L09,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0191,0202,0195,木,木,木,,tree,tree,tree,mù,mù,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0192,0203,0196,林,林,林,,woods,woods,grove,lín,lín,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0193,0204,0197,森,森,森,,forest,forest,forest,sēn,sēn,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0194,0207,0205,植,植,植,v.,plant,plant,plant,zhí,zhí,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0195,0208,0203,杏,杏,杏,,apricot,apricot,apricot,xìng,xìng,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0196,0209,2181,呆,呆,呆,,dim-witted,dim-witted,dumbfounded,dāi,dāi|ái,RTH1-L10,RSH1-L10,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0197,0210,0206,枯,枯,枯,,withered,withered,wither,kū,kū,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0198,0211,0208,村,村,村,,village,village,town,cūn,cūn,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0199,0212,0209,相,相,相,,one another,one another,inter-,xiāng,xiāng|xiàng,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0200,0213,0211,本,本,本,,notebook,notebook,book,běn,běn,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0201,0214,0214,案,案,案,,case,case,plan,àn,àn,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0202,0215,0216,未,未,未,,not yet,not yet,not yet,wèi,wèi,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0203,0216,0217,末,末,末,n./adj.,last,last,extremity,mò,me|mò,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0204,0217,0218,沫,沫,沫,,foam,foam,splash,mò,mò,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0205,0218,0219,味,味,味,n.,flavor,flavor,flavor,wèi,wèi,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0206,0219,0220,妹,妹,妹,,younger sister,younger sister,younger sister,mèi,mèi,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0207,0220,1781,查,查,査,,investigate,investigate,investigate,chá,chá|Zhā,RTH1-L10,RSH1-L10,RTK1v5-L47,K <> H,SH = TH,K key = TH key,SH key = TH key,Japanese variant
0208,0221,,渣,渣,渣,,sediment,sediment,,zhā,zhā,RTH1-L10,RSH1-L10,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0209,0222,0509,染,染,染,v.,dye,dye,dye,rǎn,rǎn,RTH1-L10,RSH1-L10,RTK1v5-L20,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0210,0223,2511,李,李,李,,plum,plum,damson,lǐ,lǐ,RTH1-L10,RSH1-L10,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0211,0224,,桌,桌,桌,,table,table,,zhuō,zhuō,RTH1-L10,RSH1-L10,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0212,0226,0223,若,若,若,,as if,as if,young,ruò,ruò|rě,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0213,0227,0224,草,草,草,,grass,grass,grass,cǎo,cǎo,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0214,0229,0225,苦,苦,苦,n.,suffering,suffering,suffering,kǔ,kǔ,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0215,0230,0226,寬,宽,寛,,wide,wide,tolerant,kuān,kuān,RTH1-L10,RSH1-L10,RTK1v5-L10,K <> H,SH <> TH,K key <> TH key,SH key = TH key,Japanese variant
0216,0018,0228,葉,叶,葉,,leaf,leaf,leaf,yè,yè,RTH1-L10,RSH1-L02,RTK1v5-L10,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0217,0231,2105,莫,莫,莫,,nobody,nobody,shalt,mò,mò,RTH1-L10,RSH1-L10,RTK3v2-CH01,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0218,0232,0229,模,模,模,,imitate,imitate,imitation,mó,mó|mú,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0219,0233,0230,漠,漠,漠,n.,desert,desert,vague,mò,mò,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0220,0234,0231,墓,墓,墓,,grave,grave,grave,mù,mù,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0221,0235,0234,苗,苗,苗,,seedling,seedling,seedling,miáo,miáo,RTH1-L10,RSH1-L10,RTK1v5-L10,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0222,0236,,瞄,瞄,瞄,v.,aim,aim,,miáo,miáo,RTH1-L10,RSH1-L10,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0223,0237,0235,兆,兆,兆,,portent,portent,portent,zhào,zhào,RTH1-L11,RSH1-L11,RTK1v5-L11,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0224,0238,0236,桃,桃,桃,,peach,peach,peach tree,táo,táo,RTH1-L11,RSH1-L11,RTK1v5-L11,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0225,0239,0238,犬,犬,犬,,pooch,pooch,dog,quǎn,quǎn,RTH1-L11,RSH1-L11,RTK1v5-L11,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0226,0240,2087,尤,尤,尤,,remarkable,remarkable,understandably,yóu,yóu,RTH1-L11,RSH1-L11,RTK3v2-CH01,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0227,0246,0240,默,默,黙,,silent,silent,silence,mò,mò,RTH1-L11,RSH1-L11,RTK1v5-L11,K <> H,SH = TH,K key <> TH key,SH key = TH key,Japanese variant
0228,0247,0241,然,然,然,,sort of thing,sort of thing,sort of thing,rán,rán,RTH1-L11,RSH1-L11,RTK1v5-L11,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0229,0248,,哭,哭,哭,v.,cry,cry,,kū,kū,RTH1-L11,RSH1-L11,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0230,0249,0121,器,器,器,,utensil,utensil,utensil,qì,qì,RTH1-L11,RSH1-L11,RTK1v5-L07,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0231,0250,0122,臭,臭,臭,adj.,stinking,stinking,stinking,chòu,chòu|xiù,RTH1-L11,RSH1-L11,RTK1v5-L07,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0232,0251,2341,狗,狗,狗,,dog,dog,pup,gǒu,gǒu,RTH1-L11,RSH1-L11,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0233,0241,2149,厭,厌,厭,,detest,detest,despondent,yàn,yàn|yān,RTH1-L11,RSH1-L11,RTK3v2-CH02,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0234,0164,0152,壓,压,圧,n.,pressure,pressure,pressure,yā,yā|yà,RTH1-L11,RSH1-L08,RTK1v5-L08,K <> H,SH <> TH,K key = TH key,SH key = TH key,Japanese variant
0235,0252,0245,牛,牛,牛,,cow,cow,cow,niú,niú|niū,RTH1-L11,RSH1-L11,RTK1v5-L11,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0236,0253,0246,特,特,特,adj.,special,special,special,tè,tè,RTH1-L11,RSH1-L11,RTK1v5-L11,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0237,0254,0247,告,告,告,,declare,declare,revelation,gào,gào|gù,RTH1-L11,RSH1-L11,RTK1v5-L11,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0238,0255,2311,浩,浩,浩,,vast,vast,abounding,hào,hào,RTH1-L11,RSH1-L11,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0239,0256,0248,先,先,先,,before,before,before,xiān,xiān,RTH1-L11,RSH1-L11,RTK1v5-L11,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0240,0257,0249,洗,洗,洗,v.,wash,wash,wash,xǐ,xǐ|Xiǎn,RTH1-L11,RSH1-L11,RTK1v5-L11,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0241,0259,0250,介,介,介,,introduce,introduce,jammed in,jiè,jiè,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0242,0260,0251,界,界,界,,world,world,world,jiè,jiè|gā|gà,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0243,0261,0252,茶,茶,茶,,tea,tea,tea,chá,chá,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0244,0677,0752,會,会,会,,meeting,meeting,meeting,huì,huì|huǐ|kuài,RTH1-L12,RSH1-L22,RTK1v5-L23,K = SH,SH <> TH,K key = TH key,SH key = TH key,
0245,0262,0253,合,合,合,v.,fit,fit,fit,hé,hé|gě,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0246,0263,,哈,哈,哈,,ha!,ha!,,hā,hā|hǎ|hà,RTH1-L12,RSH1-L12,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0247,0264,0254,塔,塔,塔,,pagoda,pagoda,pagoda,tǎ,tǎ|dā,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0248,0265,0255,王,王,王,,king,king,king,wáng,wáng|wàng,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0249,0266,0256,玉,玉,玉,,jade,jade,jewel,yù,yù,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0250,0268,0935,球,球,球,,ball,ball,ball,qiú,qiú,RTH1-L12,RSH1-L12,RTK1v5-L26,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0251,0269,0259,現,现,現,adj.,present,present,present,xiàn,xiàn,RTH1-L12,RSH1-L12,RTK1v5-L12,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0252,0270,2567,玩,玩,玩,v.,play,play,toy,wán,wán,RTH1-L12,RSH1-L12,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0253,0271,0260,狂,狂,狂,,crazy,crazy,lunatic,kuáng,kuáng,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0254,0272,0261,皇,皇,皇,,emperor,emperor,emperor,huáng,huáng,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0255,0273,,煌,煌,煌,,resplendent,resplendent,,huáng,huáng,RTH1-L12,RSH1-L12,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0256,0274,0262,呈,呈,呈,,submit,submit,display,chéng,chéng,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0257,0275,0263,全,全,全,,whole,whole,whole,quán,quán,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0258,0276,0265,理,理,理,,logic,logic,logic,lǐ,lǐ,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0259,0277,0266,主,主,主,,lord,lord,lord,zhǔ,zhǔ,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0260,0278,0267,注,注,注,,pour,pour,pour,zhù,zhù,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0261,0279,0269,金,金,金,,gold,gold,gold,jīn,jīn,RTH1-L12,RSH1-L12,RTK1v5-L12,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0262,0281,0272,銅,铜,銅,,copper,copper,copper,tóng,tóng,RTH1-L12,RSH1-L12,RTK1v5-L12,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0263,0282,0273,釣,钓,釣,,go fishin',go fishin',angling,diào,diào,RTH1-L12,RSH1-L12,RTK1v5-L12,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0264,0283,0274,針,针,針,n.,needle,needle,needle,zhēn,zhēn,RTH1-L12,RSH1-L12,RTK1v5-L12,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0265,0284,2766,釘,钉,釘,n.,nail,nail,nail,dīng,dīng|dìng,RTH1-L12,RSH1-L12,RTK3v2-CH02,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0266,0285,0275,銘,铭,銘,,inscription,inscription,inscription,míng,míng,RTH1-L12,RSH1-L12,RTK1v5-L12,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0267,0286,0276,鎮,镇,鎮,,at ease,at ease,tranquillize,zhèn,zhèn,RTH1-L12,RSH1-L12,RTK1v5-L12,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0268,0287,0277,道,道,道,,way,way,road-way,dào,dào|dǎo|dāo,RTH1-L13,RSH1-L13,RTK1v5-L13,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0269,0522,0278,導,导,導,v.,guide,guide,guidance,dǎo,dǎo,RTH1-L13,RSH1-L20,RTK1v5-L13,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0270,0293,0280,迅,迅,迅,,speedy,speedy,swift,xùn,xùn,RTH1-L13,RSH1-L13,RTK1v5-L13,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0271,0294,0281,造,造,造,,create,create,create,zào,zào,RTH1-L13,RSH1-L13,RTK1v5-L13,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0272,0296,0285,巡,巡,巡,v.,patrol,patrol,patrol,xún,xún,RTH1-L13,RSH1-L13,RTK1v5-L13,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0273,0299,,逛,逛,逛,v.,stroll,stroll,,guàng,guàng,RTH1-L13,RSH1-L13,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0274,0300,0286,車,车,車,,car,car,car,chē,chē|jū,RTH1-L13,RSH1-L13,RTK1v5-L13,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0275,0301,0287,連,连,連,,one after another,one after another,take along,lián,lián,RTH1-L13,RSH1-L13,RTK1v5-L13,K = TH,SH <> TH,K key <> TH key,SH key = TH key,
0276,0302,2360,蓮,莲,蓮,,lotus,lotus,lotus,lián,lián,RTH1-L13,RSH1-L13,RTK3v2-CH02,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0277,0303,0290,前,前,前,,in front,in front,in front,qián,qián,RTH1-L13,RSH1-L13,RTK1v5-L13,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0278,0304,2941,剪,剪,剪,,shears,shears,pruning,jiǎn,jiǎn,RTH1-L13,RSH1-L13,RTK3v2-CH03,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0279,0305,0289,輸,输,輸,v.,transport,transport,transport,shū,shū,RTH1-L13,RSH1-L13,RTK1v5-L13,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0280,0306,,逾,逾,逾,,exceed,exceed,,yú,yú,RTH1-L13,RSH1-L13,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0281,0309,0291,各,各,各,,each,each,each,gè,gè|gě,RTH1-L13,RSH1-L13,RTK1v5-L13,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0282,0310,0292,格,格,格,,pattern,pattern,status,gé,gé|gē,RTH1-L13,RSH1-L13,RTK1v5-L13,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0283,0312,0294,客,客,客,,guest,guest,guest,kè,kè,RTH1-L13,RSH1-L13,RTK1v5-L13,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0284,0313,0295,額,额,額,,forehead,forehead,forehead,é,é,RTH1-L13,RSH1-L13,RTK1v5-L13,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0285,0314,0296,夏,夏,夏,,summer,summer,summer,xià,xià,RTH1-L13,RSH1-L13,RTK1v5-L13,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0286,0315,2302,洛,洛,洛,,L.A.,L.A.,old Kyoto,luò,Luò,RTH1-L13,RSH1-L13,RTK3v2-CH02,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0287,0316,0299,落,落,落,v.,fall,fall,fall,luò,luò|là|lào|luō,RTH1-L13,RSH1-L13,RTK1v5-L13,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0288,0318,0300,冗,冗,冗,,superfluous,superfluous,superfluous,rǒng,rǒng,RTH1-L14,RSH1-L14,RTK1v5-L14,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0289,0319,,沉,沉,沉,,profound,profound,,chén,chén|chēn,RTH1-L14,RSH1-L14,,K = SH = TH,SH = TH,RTK key missing,SH key = TH key,
0290,0320,0301,軍,军,軍,,army,army,army,jūn,jūn,RTH1-L14,RSH1-L14,RTK1v5-L14,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0291,0321,0302,輝,辉,輝,,radiance,radiance,radiance,huī,huī,RTH1-L14,RSH1-L14,RTK1v5-L14,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0292,0429,0303,運,运,運,,carry,carry,carry,yùn,yùn,RTH1-L14,RSH1-L18,RTK1v5-L14,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0293,0322,0304,冠,冠,冠,n.,crown,crown,crown,guān,guàn|guān,RTH1-L14,RSH1-L14,RTK1v5-L14,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0294,0205,0305,夢,梦,夢,n.,dream,dream,dream,mèng,mèng,RTH1-L14,RSH1-L10,RTK1v5-L14,K = TH,SH <> TH,K key = TH key,SH key = TH key,
0295,0323,0306,坑,坑,坑,n.,pit,pit,pit,kēng,kēng,RTH1-L14,RSH1-L14,RTK1v5-L14,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0296,0325,0307,高,高,高,,tall,tall,tall,gāo,gāo,RTH1-L14,RSH1-L14,RTK1v5-L14,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
0297,0326,0308,享,享,享,,enjoy,enjoy,receive,xiǎng,xiǎng,RTH1-L14,RSH1-L14,RTK1v5-L14,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0298,0327,0310,熟,熟,熟,,ripe,ripe,mellow,shú,shú|shóu,RTH1-L14,RSH1-L14,RTK1v5-L14,K = SH = TH,SH = TH,K key <> TH key,SH key = TH key,
0299,0328,0311,亭,亭,亭,,pavilion,pavilion,pavilion,tíng,tíng,RTH1-L14,RSH1-L14,RTK1v5-L14,K = SH = TH,SH = TH,K key = TH key,SH key = TH key,
